"标题","标题链接","brief","keywords","发布时间","新闻类别","采集时的时间"
"美国侵犯人权五宗罪之二：种族主义顽疾缠身","https://news.cctv.com/2021/04/12/ARTIKQ1sMoAcDEa3bQEVD3re210412.shtml","在美国，种族主义是全面、持续和系统性的。曾经的黑奴贩卖史是抹不去的历史污点，而当今美国社会在就业、教育、卫生等各领域针对有色人种显性或隐形的歧视依然如故。","美国,侵犯人权,种族主义","2021-04-12","国际","2021-04-24 16:53:36"
"欧洲药管局发布疫苗副作用应对指南 出现血栓立即就医","https://news.cctv.com/2021/04/12/ARTIOATB41gNoMRIVTGdpBqZ210412.shtml","欧洲药品管理局(EMA)11日发布关于阿斯利康(AstraZeneca)疫苗应对副作用指南表示，接种疫苗的人如果出现血凝块和血小板低下的症状，应立即就医。","疫苗接种,副作用,阿斯利康","2021-04-12","国际","2021-04-24 16:53:36"
"日本首相菅义伟：处理福岛核电站核污水“不能推迟”","https://news.cctv.com/2021/04/12/ARTI0dH2swyVNYOWrEDM8FRe210412.shtml","12日，据NHK消息，日本首相菅义伟当天表示，解决东京电力公司福岛第一核电站中不断增加的核污水一事，已经是“不能推迟”的课题。考虑到让日本国内外对安全性问题达成理解，日本政府将从科学角度出发进行说明。","福岛,日本首相,核电站","2021-04-12","国际","2021-04-24 16:53:36"
"日本开始为65岁及以上老年人接种新冠疫苗","https://news.cctv.com/2021/04/12/ARTIVLBhJ21TNzjDscAzdSsw210412.shtml","日本以65岁及以上老年人为对象的新冠疫苗接种，于12日启动。","日本,疫苗接种,老年人","2021-04-12","国际","2021-04-24 16:53:36"
"巴西公布科兴新冠疫苗Ⅲ期临床试验最终研究结果","https://news.cctv.com/2021/04/12/ARTII3Jv1HPp30lbfdZU7R9w210412.shtml","巴西圣保罗州布坦坦研究所11日公布了中国科兴公司新冠疫苗克尔来福在巴西Ⅲ期临床试验的最终研究结果。","新冠,疫苗,临床试验","2021-04-12","国际","2021-04-24 16:53:36"
"毅力号在火星上拍到美丽“彩虹”？NASA：不可能","https://news.cctv.com/2021/04/12/ARTIfEsT1BuNyDws4c3Z3Sqm210412.shtml","据俄罗斯卫星网报道，美国国家航空航天局(NASA)日前在社交媒体上发布了一张由“毅力”号火星车拍摄的图片，图片上呈现了类似“彩虹”的光晕。很多网友留言问这是不是火星上的彩虹，NASA给出了答复：火星上不可能出现彩虹。","彩虹,NASA,毅力号","2021-04-12","国际","2021-04-24 16:53:36"
"含放射源设备被盗后，墨西哥政府向9个州发出警报！","https://news.cctv.com/2021/04/12/ARTIBqV7iD38pzW0lksitTqT210412.shtml","据西班牙《世界报》、埃菲社等媒体报道，当地时间4月11日，墨西哥政府向包括墨西哥州、伊达尔戈州在内的9个州发出警报，称高度危险的放射源被盗，呼吁公民采取预防措施。","放射源,被盗,警报","2021-04-12","国际","2021-04-24 16:53:36"
"朴槿惠闺蜜称遭到看守所员工性骚扰 警方接手调查","https://news.cctv.com/2021/04/12/ARTIsdeGdj9ozKo7U2sviQHv210412.shtml","据韩媒报道，日前，韩国前总统朴槿惠亲信干政案主犯崔瑞元(音，原名崔顺实)向大检察厅控告其所在清州女子看守所所长及医疗课长涉嫌性骚扰、玩忽职守、滥用职权。","朴槿惠,看守所,崔瑞元","2021-04-12","国际","2021-04-24 16:53:36"
"东京奥运志愿者培训启动：约70项业务 持续至7月","https://news.cctv.com/2021/04/12/ARTIhgXZ75KNaIJa5JLbNusZ210412.shtml","东京奥运会和残奥会组织委员会于当地时间10日对参与比赛场馆和奥运村运营的志愿者在线启动了岗位培训。","志愿者,东京奥运会","2021-04-12","国际","2021-04-24 16:53:36"
"新西兰新冠隔离酒店连续发生工作人员感染","https://news.cctv.com/2021/04/12/ARTI2eO2HkgUtVDdCD4QzTRB210412.shtml","据新西兰卫生部11日晚消息，一名奥克兰隔离酒店工作人员新冠检测结果呈阳性。这是自3月21日以来，这家位于奥克兰市中心的酒店连续报告第三例工作人员感染新冠的病例。","新西兰,酒店,新冠","2021-04-12","国际","2021-04-24 16:53:36"
"中国援助的第二批新冠疫苗运抵伊拉克","https://news.cctv.com/2021/04/12/ARTIzby3Pa0CDqjxPQkHEaNI210412.shtml","中国政府援助伊拉克的第二批新冠疫苗11日运抵伊首都巴格达。中国驻伊拉克大使张涛、伊卫生部长哈桑·塔米米等前往巴格达国际机场迎接并出席疫苗交接仪式。","新冠,援助,伊拉克卫生部","2021-04-12","国际","2021-04-24 16:53:36"
"尼泊尔活女神出巡庆祝赛马节","https://photo.cctv.com/2021/04/12/PHOAlcbRTkf57wq17CKAkwAN210412.shtml","4月11日，尼泊尔加德满都，当地重要的春季节日赛马节到来。尼泊尔活女神库玛丽乘坐彩车出巡。","尼泊尔,活女神,出巡","2021-04-12","国际","2021-04-24 16:53:36"
"韩国要求全民室内义务佩戴口罩 违者罚款10万韩元","https://news.cctv.com/2021/04/12/ARTIKZn1qDAjuVhxpYlu56zS210412.shtml","据韩媒报道，当地时间4月12日0时，韩国“义务佩戴口罩措施”正式开始实行。","韩国,口罩,罚款","2021-04-12","国际","2021-04-24 16:53:36"
"土耳其测试登月任务混合动力发动机","https://photo.cctv.com/2021/04/12/PHOAKo3T8IggN28tUGPacmuq210412.shtml","当地时间2021年4月11日，土耳其伊斯坦布尔，土耳其首台将用于登月任务的混合动力发动机进行测试。","土耳其,测试,登月任务","2021-04-12","国际","2021-04-24 16:53:36"
"印尼东爪哇省：地震过后","https://photo.cctv.com/2021/04/12/PHOAppp96rCFW9YJDRmAY6Il210412.shtml","印度尼西亚抗灾署官员10日确认，印尼东爪哇省南部海域当天下午发生的6.1级地震已造成6人死亡、1人重伤。","印尼,东爪哇省,地震","2021-04-12","国际","2021-04-24 16:53:36"
"乌克兰总统泽连斯基视察俄乌边境地区","https://photo.cctv.com/2021/04/12/PHOALAV1GXofjX5jYDxxlY36210412.shtml","当地时间2021年4月9日，乌克兰马里乌波尔，乌克兰总统泽连斯基前往俄罗斯和乌克兰两国的边境地区视察。","乌克兰,总统,泽连斯基","2021-04-12","国际","2021-04-24 16:53:36"
"黑海战云密布？乌克兰东部局势紧张 美国动作不断","https://news.cctv.com/2021/04/12/ARTIDCJhumWxqPVC6jCbHdpN210412.shtml","综合报道，乌克兰东部地区局势近来趋于紧张，乌方称俄罗斯在边境地区集结军队，对乌安全构成威胁。俄方则称北约国家及其他势力的军事力量在俄边境地区正变得更为活跃，这迫使俄方保持警惕。","黑海,局势,美国白宫","2021-04-12","国际","2021-04-24 16:53:36"
"俄军向乌克兰边境派遣战斗机器人 外形像微型坦克","https://news.cctv.com/2021/04/12/ARTIbDTzEdBkrt4m16rjREpl210412.shtml","《爱尔兰太阳报》10日称，俄罗斯军方“红星”电视台近日披露，俄军正向乌克兰边境地区大举增兵，其中包括新改进的“天王星”系列战斗机器人。","战斗机器人,天王星,俄军","2021-04-12","国际","2021-04-24 16:53:36"
"美国夏威夷一持枪男子在度假酒店与警方对峙十小时","https://news.cctv.com/2021/04/12/ARTIAgXB6jbBB8ogAH7Vrqz1210412.shtml","当地时间4月11日凌晨，美国夏威夷州首府檀香山市的卡哈拉度假酒店内，一名男性持枪者将自己反锁在客房内、堵住房门，在向门外射击数枪后，与警方对峙长达10小时，最后以其开枪自杀结束。","男子,持枪,度假酒店","2021-04-12","国际","2021-04-24 16:53:36"
"中印新一轮军长级会谈持续13小时 声明现两点新变化","https://news.cctv.com/2021/04/12/ARTI1MC4hrAHETNHMJBwO35s210412.shtml","中国人民解放军西部战区新闻发言人龙绍华大校4月10日晚发表谈话表示，4月9日，中印两军在莫尔多/楚舒勒会晤点印方一侧举行第十一轮军长级会谈，双方就相互关心的问题交换了意见，并将继续通过军事外交渠道保持沟通。“希望印方珍惜当前中印...","会谈,军长,中印边界","2021-04-12","国际","2021-04-24 16:53:36"
"埃及索哈杰火车相撞事故调查结果公布：相关人员吸食毒品导致交通事故","https://news.cctv.com/2021/04/12/ARTID1m5y9r9Gf56vG54CRSW210412.shtml","据埃及《金字塔报》在线网站4月11日报道，埃及检察院公布了3月26日发生在索哈杰省两列火车相撞事故的调查结果。结果显示多名涉案人员在火车相撞当天吸食了毒品。","火车相撞事故,埃及,豪华列车","2021-04-12","国际","2021-04-24 16:53:36"
"“美国以为中美竞争是美苏争霸的翻版，以为自己仍然能赢。但中国不是苏联”","https://news.cctv.com/2021/04/11/ARTI8MjY8aPTmTQXPHBp03Ud210411.shtml","“美国以为中美竞争是美苏争霸的翻版，以为自己仍然能赢。但中国不是苏联。”","环球网,中欧关系,时报","2021-04-11","国际","2021-04-24 16:53:36"
"北爱首府街头再次爆发深夜抗议活动","https://news.cctv.com/2021/04/11/ARTIYJfUjfnmvFG3FKqcITgP210411.shtml","当地时间9日，因为英国女王的丈夫菲利普亲王去世，贝尔法斯特原定的大规模抗议活动被临时取消，但在当地时间9日深夜至10日凌晨，仍有一些抗议者走上街头继续表达不满。","北爱首府,深夜,抗议活动","2021-04-11","国际","2021-04-24 16:53:36"
"俄专家：破坏别国稳定从中渔利是美国一贯行径","https://news.cctv.com/2021/04/11/ARTIYdwUDG8JU1tjCfvM0Ik6210411.shtml","近来，乌克兰东部地区局势趋于紧张引发多方关注。","俄专家,自身利益,美国","2021-04-11","国际","2021-04-24 16:53:36"
"乌克兰总统访问土耳其 商讨地区安全","https://news.cctv.com/2021/04/11/ARTIu5epY5DRUb11KMmUeOW7210411.shtml","当地时间10日，乌克兰总统泽连斯基对土耳其展开工作访问，商讨地区安全。","乌克兰总统,土耳其,地区安全","2021-04-11","国际","2021-04-24 16:53:36"
"加勒比岛国火山喷发 火山灰遮天蔽日","https://photo.cctv.com/2021/04/11/PHOAOmjUR2m9cRjfeSeaNCjh210411.shtml","加勒比岛国圣文森特和格林纳丁斯一座火山在休眠40多年后，于4月9日喷发。","加勒比岛国,火山,喷发","2021-04-11","国际","2021-04-24 16:53:36"
"NBA：湖人126-101大胜篮网","https://photo.cctv.com/2021/04/11/PHOAidqpQKjooykQyQyXH36w210411.shtml","北京时间4月11日，NBA常规赛，湖人126-101爆冷击败篮网。","NBA,湖人,篮网","2021-04-11","国际","2021-04-24 16:53:36"
"印度新冠疫苗短缺 多个接种中心暂时关闭","https://photo.cctv.com/2021/04/11/PHOAlneWWaBEPJkvkN8PKfBh210411.shtml","当地时间2021年4月9日，印度孟买，新冠疫苗断供，当地接种中心暂时关闭。","印度,新冠疫苗,短缺","2021-04-11","国际","2021-04-24 16:53:36"
"4000人竞争一职 阿联酋选拔出首名阿拉伯女性宇航员","https://news.cctv.com/2021/04/11/ARTIqyB16ZqrjeGlFgCN17cy210411.shtml","据俄罗斯卫星网10日报道，阿联酋总理穆罕默德·本·拉希德·阿勒马克图姆在社交媒体上发文称，阿联酋已选拔出全球首位阿拉伯女性宇航员，名为诺拉·阿勒马特鲁希(Nora Al Matrooshi)。","阿联酋,女性,宇航员","2021-04-11","国际","2021-04-24 16:53:36"
"走进“失落的黄金城市”","https://photo.cctv.com/2021/04/11/PHOAQUVQq6YITWW599JeA22q210411.shtml","埃及南部城市卢克索发现了距今3000多年的古埃及重要都城遗址，被称为“失落的黄金城市”。","走进,失落的黄金城市,埃及","2021-04-11","国际","2021-04-24 16:53:36"
"日本鹿儿岛县吐噶喇列岛连日发生130余次小规模地震","https://news.cctv.com/2021/04/11/ARTIEDFckQjK7ZlRzVpNkMZ1210411.shtml","从当地时间9日夜间至11日7时，日本鹿儿岛县吐噶喇列岛观测到130余次小规模地震，其中最高震级4.5级，目前尚无人员伤亡情况。","日本,气象厅,鹿儿岛县","2021-04-11","国际","2021-04-24 16:53:36"
"拜登政府公布预算案应对“中俄威胁”？俄方回应","https://news.cctv.com/2021/04/11/ARTIU1b7hQ9Bpwd4Dcy19hwh210411.shtml","拜登政府9日公布首份预算案，该草案中提到，美国总统拜登要求国会向五角大楼拨款7150亿美元用于遏制所谓的中俄威胁。对此，俄罗斯外交部发言人扎哈罗娃当日回应称，破坏与中俄的关系将使美国纳税人额外损失7150亿美元。","拜登政府,扎哈罗娃,中俄关系","2021-04-11","国际","2021-04-24 16:53:36"
"阿联酋宣布选出阿拉伯世界首位女性宇航员","https://news.cctv.com/2021/04/11/ARTI3fwyxcslz5PxEHWsA0pa210411.shtml","当地时间4月10日，阿联酋总理穆罕默德·本·拉希德·阿勒马克图姆在推特上发文称，阿联酋选拔出世界上首位阿拉伯女性宇航员，她的名字是诺拉·阿勒马特鲁希（Nora Al Matrooshi）。","阿联酋,女性宇航员","2021-04-11","国际","2021-04-24 16:53:36"
"美军C-17运输机跑道上起火：黑烟滚滚 旁边有多架军机","https://news.cctv.com/2021/04/11/ARTIgtwJmKo8B5VuxPD7eRfk210411.shtml","据美国防务博客网站（Defence Blog）报道，当地时间9日下午，美国南卡罗来纳州的查尔斯顿联合基地，一架C-17A “环球霸主”运输机在跑道上意外起火。","美军C-17运输机","2021-04-11","国际","2021-04-24 16:53:36"
"遏止移民涌向美国边境 拜登政府拟花钱摆平？","https://news.cctv.com/2021/04/11/ARTIi3GFbbR6YbNvYSNXIjYT210411.shtml","据“中央社”报道，美国白官高层官员9日表示，美国正考虑为中美洲某些国家采取有条件资金供应计划，以处理造成这些国家民众向北迁移的“经济困境”。","美国,拜登","2021-04-11","国际","2021-04-24 16:53:36"
"30秒中10枪！希腊名记者遭行刑式枪杀 案件细节披露","https://news.cctv.com/2021/04/11/ARTIk03CgaSL3w9T45AowYc9210411.shtml","据希腊《中希时报》报道，当地时间4月9日14时30分左右，希腊著名记者乔治·卡拉瓦兹在位于雅典南郊阿利莫斯的寓所门外遭枪杀。根据希腊媒体的详细报道，卡拉瓦兹被“行刑式”近距离击毙，胸部和头部受到了10发子弹的袭击。","希腊,枪杀案件","2021-04-11","国际","2021-04-24 16:53:36"
"韩国总理时隔44年再访伊朗 回国后或将辞职","https://news.cctv.com/2021/04/11/ARTIqx9eLTHS73FIcLZ13Uu4210411.shtml","据韩媒报道，韩国国务总理丁世均11日在位于京畿道城南市的首尔机场乘总统专机(空军一号)，启程前往伊朗德黑兰进行访问。","韩国总理,伊朗","2021-04-11","国际","2021-04-24 16:53:36"
"印尼举行传统赛牛比赛","https://photo.cctv.com/2021/04/11/PHOAF3knjuUrvN2gu5MiqIcE210411.shtml","当地时间2021年4月10日，印尼马都拉举行传统Karapan Sapi赛牛比赛。","印尼,举行,传统","2021-04-11","国际","2021-04-24 16:53:36"
"IMF报告展望中国仍为世界经济增长“领头羊”","https://news.cctv.com/2021/04/11/ARTIruOJOAw1QDFkMTPCIXpM210411.shtml","4月6日，国际货币基金组织（IMF）发布了2021年的《世界经济展望报告》，报告乐观地预测今年全球经济增长率将达到6%，其中中国经济增长为8.4%，中国将继续成为推动世界经济增长的主要动力来源。","经济增长,IMF,PMI","2021-04-11","国际","2021-04-24 16:53:36"
